job_label,instance_id,mode,ranking_mode,k,trace_len,trace,lemma,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task1_exhaustive,11896,exhaustive,adv_bias,2,6,"p3,p1,p0,p2,p3,p0",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p1,p1,,"1000000000000,1000000000000"
campaign_r1_task1_exhaustive,11896,exhaustive,adv_bias,2,6,"p3,p1,p0,p2,p3,p0",lemma2_head_bound,ph2_c0,2,2,0,False,False,p1,p1,,"1000000000000,1000000000000"
campaign_r1_task1_exhaustive,12147,exhaustive,adv_bias,2,7,"p3,p0,p1,p3,p3,p2,p1",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p0,p0,,"1000000000000,1000000000000"
campaign_r1_task1_exhaustive,12147,exhaustive,adv_bias,2,7,"p3,p0,p1,p3,p3,p2,p1",lemma2_head_bound,ph2_c0,2,2,0,False,False,p0,p0,,"1000000000000,1000000000000"
campaign_r1_task1_exhaustive,13985,exhaustive,adv_bias,2,8,"p2,p1,p3,p1,p2,p0,p1,p2",lemma1_chain_monotone,ph3_c0,3,2,0,False,False,p3,p3,,"1000000000000,1000000000000"
campaign_r1_task1_exhaustive,13985,exhaustive,adv_bias,2,8,"p2,p1,p3,p1,p2,p0,p1,p2",lemma2_head_bound,ph3_c0,3,2,0,False,False,p3,p3,,"1000000000000,1000000000000"
campaign_r1_task1_exhaustive,13989,exhaustive,adv_bias,2,8,"p3,p0,p2,p3,p1,p2,p2,p2",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p0,p0,,"1000000000000,1000000000000"
campaign_r1_task1_exhaustive,13989,exhaustive,adv_bias,2,8,"p3,p0,p2,p3,p1,p2,p2,p2",lemma2_head_bound,ph2_c0,2,2,0,False,False,p0,p0,,"1000000000000,1000000000000"
campaign_r1_task1_exhaustive,14045,exhaustive,adv_bias,2,8,"p2,p2,p0,p3,p1,p1,p0,p3",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p2,p2,,"1000000000000,1000000000000"
campaign_r1_task1_exhaustive,14045,exhaustive,adv_bias,2,8,"p2,p2,p0,p3,p1,p1,p0,p3",lemma2_head_bound,ph2_c0,2,2,0,False,False,p2,p2,,"1000000000000,1000000000000"
