job_label,instance_id,lemma,k,ranking_mode,orig_trace_len,min_trace_len,orig_trace,min_trace
campaign_r1_task3_exhaustive,10534,lemma1_chain_monotone,2,adv_bias,6,6,"p3,p0,p1,p0,p2,p1","p3,p0,p1,p0,p2,p1"
campaign_r1_task3_exhaustive,10534,lemma2_head_bound,2,adv_bias,6,6,"p3,p0,p1,p0,p2,p1","p3,p0,p1,p0,p2,p1"
campaign_r1_task3_exhaustive,11526,lemma1_chain_monotone,2,adv_bias,6,6,"p3,p0,p2,p3,p1,p2","p3,p0,p2,p3,p1,p2"
campaign_r1_task3_exhaustive,11526,lemma2_head_bound,2,adv_bias,6,6,"p3,p0,p2,p3,p1,p2","p3,p0,p2,p3,p1,p2"
campaign_r1_task3_exhaustive,11882,lemma1_chain_monotone,2,adv_bias,6,6,"p1,p2,p3,p0,p1,p3","p1,p2,p3,p0,p1,p3"
campaign_r1_task3_exhaustive,11882,lemma2_head_bound,2,adv_bias,6,6,"p1,p2,p3,p0,p1,p3","p1,p2,p3,p0,p1,p3"
campaign_r1_task3_exhaustive,12140,lemma2_head_bound,2,adv_bias,7,7,"p3,p0,p2,p0,p1,p2,p3","p3,p0,p2,p0,p1,p2,p3"
campaign_r1_task3_exhaustive,12596,lemma1_chain_monotone,2,adv_bias,7,6,"p3,p0,p2,p0,p2,p1,p0","p3,p2,p0,p2,p1,p0"
campaign_r1_task3_exhaustive,12596,lemma2_head_bound,2,adv_bias,7,6,"p3,p0,p2,p0,p2,p1,p0","p3,p2,p0,p2,p1,p0"
campaign_r1_task3_exhaustive,13877,lemma2_head_bound,2,adv_bias,8,6,"p0,p0,p1,p3,p1,p2,p3,p0","p0,p1,p3,p1,p2,p3"
campaign_r1_task3_exhaustive,14149,lemma2_head_bound,2,adv_bias,8,6,"p3,p2,p1,p0,p3,p1,p2,p1","p3,p2,p1,p0,p3,p1"
