job_label,instance_id,mode,ranking_mode,k,alphabet,trace_len,chain_count,sum_I,eta_pair,lemma1_pass,lemma2_pass,lemma3_pass,all_pass,violation_count,trace
campaign_r1_task3_exhaustive,0,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p0,p1,p0,p1"
campaign_r1_task3_exhaustive,1,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p1,p1,p2,p2"
campaign_r1_task3_exhaustive,2,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p2,p0,p2,p0"
campaign_r1_task3_exhaustive,3,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p1,p2,p0,p2"
campaign_r1_task3_exhaustive,4,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p1,p0,p2,p1"
campaign_r1_task3_exhaustive,5,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p0,p1,p2,p2"
campaign_r1_task3_exhaustive,6,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p2,p0,p1,p0"
campaign_r1_task3_exhaustive,7,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p2,p2,p1,p1"
campaign_r1_task3_exhaustive,8,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p2,p0,p2,p2"
campaign_r1_task3_exhaustive,9,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p1,p0,p1,p2"
campaign_r1_task3_exhaustive,10,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p0,p2,p0,p2"
campaign_r1_task3_exhaustive,11,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p0,p1,p1,p1"
campaign_r1_task3_exhaustive,12,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p1,p1,p1,p2"
campaign_r1_task3_exhaustive,13,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p0,p0,p0,p1"
campaign_r1_task3_exhaustive,14,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p2,p2,p1,p0"
campaign_r1_task3_exhaustive,15,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p0,p2,p1,p1"
campaign_r1_task3_exhaustive,16,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p2,p2,p1,p2"
campaign_r1_task3_exhaustive,17,exhaustive,adv_bias,2,3,4,1,0,1,True,True,True,True,0,"p0,p2,p1,p0"
campaign_r1_task3_exhaustive,18,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p1,p2,p2,p2"
campaign_r1_task3_exhaustive,19,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p2,p0,p0,p1"
campaign_r1_task3_exhaustive,20,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p2,p0,p2,p1"
campaign_r1_task3_exhaustive,21,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p0,p1,p1,p0"
campaign_r1_task3_exhaustive,22,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p2,p2,p0,p0"
campaign_r1_task3_exhaustive,23,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p1,p0,p1,p1"
campaign_r1_task3_exhaustive,24,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p1,p1,p0,p2"
campaign_r1_task3_exhaustive,25,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p2,p0,p0,p0"
campaign_r1_task3_exhaustive,26,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p1,p1,p0,p0"
campaign_r1_task3_exhaustive,27,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p2,p1,p0,p1"
campaign_r1_task3_exhaustive,28,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p1,p1,p2,p0"
campaign_r1_task3_exhaustive,29,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p2,p2,p2,p1"
campaign_r1_task3_exhaustive,30,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p2,p1,p1,p2"
campaign_r1_task3_exhaustive,31,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p2,p1,p1,p0"
campaign_r1_task3_exhaustive,32,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p0,p0,p2,p1"
campaign_r1_task3_exhaustive,33,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p0,p0,p0,p2"
campaign_r1_task3_exhaustive,34,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p1,p1,p2,p1"
campaign_r1_task3_exhaustive,35,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p1,p0,p0,p2"
campaign_r1_task3_exhaustive,36,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p0,p0,p1,p0"
campaign_r1_task3_exhaustive,37,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p0,p2,p2,p0"
campaign_r1_task3_exhaustive,38,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p1,p1,p1,p0"
campaign_r1_task3_exhaustive,39,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p0,p0,p2,p0"
campaign_r1_task3_exhaustive,40,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p2,p1,p2,p0"
campaign_r1_task3_exhaustive,41,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p0,p1,p0,p0"
campaign_r1_task3_exhaustive,42,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p0,p2,p2,p2"
campaign_r1_task3_exhaustive,43,exhaustive,near_tie,2,3,4,0,0,0,True,True,True,True,0,"p0,p0,p1,p2"
campaign_r1_task3_exhaustive,44,exhaustive,noisy,2,3,4,0,0,0,True,True,True,True,0,"p0,p0,p1,p1"
campaign_r1_task3_exhaustive,45,exhaustive,adv_bias,2,3,4,0,0,0,True,True,True,True,0,"p1,p2,p1,p0"
campaign_r1_task3_exhaustive,46,exhaustive,oracle,2,3,4,0,0,0,True,True,True,True,0,"p1,p0,p0,p1"
campaign_r1_task3_exhaustive,47,exhaustive,adv_bias,2,3,5,1,0,1,True,True,True,True,0,"p2,p1,p0,p0,p2"
campaign_r1_task3_exhaustive,48,exhaustive,oracle,2,3,5,0,0,0,True,True,True,True,0,"p2,p1,p2,p2,p0"
campaign_r1_task3_exhaustive,49,exhaustive,near_tie,2,3,5,0,0,0,True,True,True,True,0,"p1,p2,p0,p1,p1"
campaign_r1_task3_exhaustive,50,exhaustive,noisy,2,3,5,0,0,0,True,True,True,True,0,"p1,p2,p1,p2,p0"
campaign_r1_task3_exhaustive,51,exhaustive,adv_bias,2,3,5,0,0,0,True,True,True,True,0,"p0,p2,p2,p0,p0"
campaign_r1_task3_exhaustive,52,exhaustive,oracle,2,3,5,0,0,0,True,True,True,True,0,"p0,p0,p1,p0,p1"
campaign_r1_task3_exhaustive,53,exhaustive,near_tie,2,3,5,0,0,0,True,True,True,True,0,"p2,p2,p1,p1,p1"
campaign_r1_task3_exhaustive,54,exhaustive,noisy,2,3,5,0,0,0,True,True,True,True,0,"p0,p0,p1,p1,p2"
campaign_r1_task3_exhaustive,55,exhaustive,adv_bias,2,3,5,0,0,1,True,True,True,True,0,"p1,p1,p0,p2,p1"
campaign_r1_task3_exhaustive,56,exhaustive,oracle,2,3,5,0,0,0,True,True,True,True,0,"p2,p0,p2,p2,p1"
campaign_r1_task3_exhaustive,57,exhaustive,near_tie,2,3,5,0,0,0,True,True,True,True,0,"p2,p2,p0,p2,p2"
campaign_r1_task3_exhaustive,58,exhaustive,noisy,2,3,5,0,0,0,True,True,True,True,0,"p1,p2,p0,p1,p2"
campaign_r1_task3_exhaustive,59,exhaustive,adv_bias,2,3,5,0,0,0,True,True,True,True,0,"p2,p2,p1,p1,p2"
