job_label,instance_id,mode,ranking_mode,k,trace_len,trace,lemma,chain_id,phase,damage_D,I_size,lemma1_chain_monotone,lemma2_head_bound,head_victim_e1,head_stale_set,I_set,a_values
campaign_r1_task2_exhaustive,10553,exhaustive,adv_bias,2,6,"p2,p1,p3,p2,p0,p3",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p1,p1,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,10553,exhaustive,adv_bias,2,6,"p2,p1,p3,p2,p0,p3",lemma2_head_bound,ph2_c0,2,2,0,False,False,p1,p1,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,11009,exhaustive,adv_bias,2,6,"p3,p1,p0,p2,p1,p0",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p3,p3,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,11009,exhaustive,adv_bias,2,6,"p3,p1,p0,p2,p1,p0",lemma2_head_bound,ph2_c0,2,2,0,False,False,p3,p3,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,11489,exhaustive,adv_bias,2,6,"p0,p1,p3,p2,p0,p3",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p1,p1,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,11489,exhaustive,adv_bias,2,6,"p0,p1,p3,p2,p0,p3",lemma2_head_bound,ph2_c0,2,2,0,False,False,p1,p1,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,11982,exhaustive,adv_bias,2,7,"p3,p2,p0,p1,p3,p0,p0",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p2,p2,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,11982,exhaustive,adv_bias,2,7,"p3,p2,p0,p1,p3,p0,p0",lemma2_head_bound,ph2_c0,2,2,0,False,False,p2,p2,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,12422,exhaustive,adv_bias,2,7,"p2,p3,p1,p2,p1,p0,p2",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p3,p3,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,12422,exhaustive,adv_bias,2,7,"p2,p3,p1,p2,p1,p0,p2",lemma2_head_bound,ph2_c0,2,2,0,False,False,p3,p3,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,12798,exhaustive,adv_bias,2,7,"p3,p1,p2,p3,p0,p2,p1",lemma2_head_bound,ph2_c0,2,2,0,True,False,p1,p1,,"2,1000000000000"
campaign_r1_task2_exhaustive,12822,exhaustive,adv_bias,2,7,"p3,p2,p1,p0,p3,p3,p1",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p2,p2,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,12822,exhaustive,adv_bias,2,7,"p3,p2,p1,p0,p3,p3,p1",lemma2_head_bound,ph2_c0,2,2,0,False,False,p2,p2,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,12874,exhaustive,adv_bias,2,7,"p0,p3,p2,p1,p0,p3,p2",lemma2_head_bound,ph2_c0,2,2,0,True,False,p3,p3,,"1,1000000000000"
campaign_r1_task2_exhaustive,13010,exhaustive,adv_bias,2,7,"p2,p1,p1,p0,p1,p3,p0",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p2,p2,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,13010,exhaustive,adv_bias,2,7,"p2,p1,p1,p0,p1,p3,p0",lemma2_head_bound,ph2_c0,2,2,0,False,False,p2,p2,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,13330,exhaustive,adv_bias,2,7,"p0,p3,p3,p1,p3,p2,p1",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p0,p0,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,13330,exhaustive,adv_bias,2,7,"p0,p3,p3,p1,p3,p2,p1",lemma2_head_bound,ph2_c0,2,2,0,False,False,p0,p0,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,13674,exhaustive,adv_bias,2,7,"p2,p0,p2,p3,p2,p1,p3",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p0,p0,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,13674,exhaustive,adv_bias,2,7,"p2,p0,p2,p3,p2,p1,p3",lemma2_head_bound,ph2_c0,2,2,0,False,False,p0,p0,,"1000000000000,1000000000000"
campaign_r1_task2_exhaustive,13762,exhaustive,adv_bias,2,7,"p0,p0,p1,p2,p3,p1,p2",lemma1_chain_monotone,ph2_c0,2,2,0,False,False,p0,p0,,"1000000000000,1000000000000"
